Soon O
after O
he O
spoke O
another O
burst O
of O
gunfire O
rocked O
the O
courtyard O
where O
the O
rebels O
had O
set O
up O
their O
base O
and O
a O
captured O
Russian I-MISC
T B-MISC
- B-MISC
72 B-MISC
tank O
roared O
out O
to O
investigate O
. O

The O
MQM I-ORG
speaks O
for O
Urdu B-MISC
- B-MISC
speaking B-MISC
Moslems I-MISC
who O
migrated O
from O
India I-LOC
at O
Partition I-LOC
in O
1947 O
and O
their O
descendants O
. O

Tension O
has O
mounted O
since O
Israeli I-MISC
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
took O
office O
in O
June O
vowing O
to O
retain O
the O
Golan I-LOC
Heights I-LOC
Israel B-LOC
captured O
from O
Syria I-LOC
in O
the O
1967 O
Middle I-LOC
East I-LOC
war O
. O

Czech I-MISC
CNB B-MISC
- B-MISC
120 B-MISC
index O
rises O
1 O
. O
2 O
pts O
to O
869 O
. O
3 O
. O

Havre I-LOC
MT B-LOC
4 O
. O
54 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

He O
shared O
victory O
with O
Matthew I-PER
Pinsent I-PER
in O
the O
coxless O
pairs O
at O
the O
Atlanta B-MISC
Games I-MISC
and O
said O
at O
the O
time O
that O
would O
be O
his O
last O
shot O
. O

Michael I-PER
Schumacher I-PER
' O
s O
victory O
in O
the O
Belgian I-MISC
Formula B-MISC
One I-MISC
Grand I-MISC
Prix I-MISC
at O
Spa I-LOC
- I-LOC
Francorchamps I-LOC
sparked O
a O
speeding O
epidemic O
on O
Belgian I-MISC
roads O
after O
the O
race O
was O
over O
. O

Wolf I-LOC
Point I-LOC
MT B-LOC
4 O
. O
41 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

British I-MISC
Jewish B-MISC
groups O
have O
also O
protested O
because O
they O
say O
members O
of O
Algeria I-LOC
' O
s O
Islamic I-ORG
Salvation I-ORG
Front I-ORG
( O
FIS I-ORG
) O
and O
the O
Palestinian I-MISC
Islamic B-MISC
group O
Hamas I-ORG
are O
on O
the O
guest O
list O
. O

Billings I-LOC
MT B-LOC
4 O
. O
62 O
up O
. O
01 O
4 O
. O
50 O
dn O
. O
01 O
- O
- O
- O
- O
- O
- O

Wenatchee I-LOC
WA B-LOC
5 O
. O
15 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
7200 O
unc O

day O
of O
four O
- O
day O
English I-MISC
County B-MISC
Championship I-MISC
cricket O
matches O
on O

He O
said O
they O
had O
made O
various O
requests O
to O
police O
negotiators O
but O
stepped O
back O
from O
earlier O
suggestions O
that O
the O
hijackers O
had O
asked O
to O
speak O
to O
a O
British I-MISC
- I-MISC
based I-MISC
Iraqi B-MISC
police O
named O
as O
Mr O
Sadiki I-PER
. O

Egypt I-LOC
has O
banned O
and O
confiscated O
10 O
, O
000 O
copies O
of O
the O
Cyprus I-MISC
- I-MISC
based I-MISC
Arabic B-MISC
monthly O
newspaper O
al I-ORG
- I-ORG
Tadamun I-ORG
because O
of O
an O
editorial O
suggesting O
mental O
health O
tests O
for O
Arab I-MISC
leaders O
, O
the O
editor O
- O
in O
- O
chief O
said O
on O
Tuesday O
. O

Summary O
of O
the O
Spanish I-MISC
Super B-MISC
Cup I-MISC
, O
second O
leg O
, O
played O
on O
Wednesday O
: O

Pendleton I-LOC
OR B-LOC
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
4 O
. O
7300 O
up O
. O
01 O

The O
television O
, O
which O
did O
not O
say O
when O
the O
security O
forces O
killed O
the O
rebels O
, O
said O
the O
four O
arrested O
men O
confessed O
details O
of O
the O
assassination O
of O
the O
French I-MISC
Roman B-MISC
Catholic I-MISC
Bishop O
Pierre I-PER
Claverie I-PER
. O

Waterville I-LOC
WA B-LOC
5 O
. O
05 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
6200 O
unc O

The O
armed O
hijackers O
of O
the O
Airbus I-MISC
310 I-MISC
Flight B-MISC
150 I-MISC
, O
which O
is O
expected O
to O
arrive O
about O
4 O
a O
. O
m O
. O
( O
0300 O
GMT I-MISC
) O
, O
have O
said O
they O
intend O
to O
surrender O
and O
seek O
political O
asylum O
in O
Britain I-LOC
. O

Australian I-MISC
Davis B-MISC
Cup I-MISC
captain O
John I-PER
Newcombe I-PER
on O
Thursday O
signalled O
his O
possible O
resignation O
if O
his O
team O
loses O
an O
away O
tie O
against O
Croatia I-LOC
next O
month O
. O

Coolee I-LOC
City I-LOC
WA B-LOC
5 O
. O
13 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
7000 O
unc O

Rudyard I-LOC
MT B-LOC
4 O
. O
54 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

Portland I-LOC
OR B-LOC
5 O
. O
60 O
up O
. O
02 O
5 O
. O
1700 O
dn O
. O
01 O

Above O
- O
normal O
summer O
rainfall O
in O
the O
U I-LOC
. I-LOC
S I-LOC
. I-LOC
High B-LOC
Plains I-LOC
has O
produced O
near O
- O
ideal O
conditions O
for O
planting O
the O
1997 O
hard O
red O
winter O
wheat O
crop O
, O
analysts O
said O
Wednesday O
. O

