Captain O
Firmin I-PER
Gatera I-PER
, O
spokesman O
for O
the O
Tutsi I-MISC
- I-MISC
dominated I-MISC
Rwandan B-MISC
army O
, O
told O
Reuters I-ORG
in O
Kigali I-LOC
that O
17 O
of O
the O
28 O
refugees O
handed O
over O
on O
Friday O
from O
the O
Zairean I-MISC
town O
of O
Goma I-LOC
had O
been O
soldiers O
in O
the O
former O
Hutu I-MISC
army O
which O
fled O
to O
Zaire I-LOC
in O
1994 O
after O
being O
defeated O
by O
Tutsi I-MISC
forces O
in O
Rwanda I-LOC
' O
s O
civil O
war O
. O

Above O
- O
normal O
summer O
rainfall O
in O
the O
U I-LOC
. I-LOC
S I-LOC
. I-LOC
High B-LOC
Plains I-LOC
has O
produced O
near O
- O
ideal O
conditions O
for O
planting O
the O
1997 O
hard O
red O
winter O
wheat O
crop O
, O
analysts O
said O
Wednesday O
. O

Pendleton I-LOC
OR B-LOC
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
4 O
. O
7300 O
up O
. O
01 O

Rudyard I-LOC
MT B-LOC
4 O
. O
54 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

Czech I-MISC
CNB B-MISC
- B-MISC
120 B-MISC
index O
rises O
1 O
. O
2 O
pts O
to O
869 O
. O
3 O
. O

Coolee I-LOC
City I-LOC
WA B-LOC
5 O
. O
13 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
7000 O
unc O

The O
television O
, O
which O
did O
not O
say O
when O
the O
security O
forces O
killed O
the O
rebels O
, O
said O
the O
four O
arrested O
men O
confessed O
details O
of O
the O
assassination O
of O
the O
French I-MISC
Roman B-MISC
Catholic I-MISC
Bishop O
Pierre I-PER
Claverie I-PER
. O

The O
Russians I-MISC
, O
working O
for O
the O
Aerostan I-ORG
firm O
in O
the O
Russian I-MISC
republic O
of O
Tatarstan I-LOC
, O
were O
taken O
hostage O
after O
a O
Taleban I-MISC
MiG B-MISC
- B-MISC
19 B-MISC
fighter O
forced O
their O
cargo O
plane O
to O
land O
in O
August O
1995 O
. O

Rwanda I-LOC
said O
on O
Saturday O
that O
Zaire I-LOC
had O
expelled O
28 O
Rwandan I-MISC
Hutu B-MISC
refugees O
accused O
of O
being O
"""" O
trouble O
- O
makers O
"""" O
in O
camps O
in O
eastern O
Zaire I-LOC
. O

He O
shared O
victory O
with O
Matthew I-PER
Pinsent I-PER
in O
the O
coxless O
pairs O
at O
the O
Atlanta B-MISC
Games I-MISC
and O
said O
at O
the O
time O
that O
would O
be O
his O
last O
shot O
. O

Andrea I-PER
Ferrigato I-PER
of O
Italy I-LOC
sprinted O
to O
his O
second O
cycling O
World I-MISC
Cup I-MISC
win O
in O
successive O
weekends O
with O
victory O
in O
the O
Swiss I-MISC
Grand B-MISC
Prix I-MISC
on O
Sunday O
. O

Tension O
has O
mounted O
since O
Israeli I-MISC
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
took O
office O
in O
June O
vowing O
to O
retain O
the O
Golan I-LOC
Heights I-LOC
Israel B-LOC
captured O
from O
Syria I-LOC
in O
the O
