- O
DOCSTART O
- O

EU I-ORG
rejects O
German I-MISC
call O
to O
boycott O
British I-MISC
lamb O
. O

Peter I-PER
Blackburn I-PER

BRUSSELS I-LOC
1996 O
- O
08 O
- O
22 O

The O
European I-ORG
Commission I-ORG
said O
on O
Thursday O
it O
disagreed O
with O
German I-MISC
advice O
to O
consumers O
to O
shun O
British I-MISC
lamb O
until O
scientists O
determine O
whether O
mad O
cow O
disease O
can O
be O
transmitted O
to O
sheep O
. O

Germany I-LOC
' O
s O
representative O
to O
the O
European I-ORG
Union I-ORG
' O
s O
veterinary O
committee O
Werner I-PER
Zwingmann I-PER
said O
on O
Wednesday O
consumers O
should O
buy O
sheepmeat O
from O
countries O
other O
than O
Britain I-LOC
until O
the O
scientific O
advice O
was O
clearer O
. O

"""" O
We O
do O
n O
' O
t O
support O
any O
such O
recommendation O
because O
we O
do O
n O
' O
t O
see O
any O
grounds O
for O
it O
, O
"""" O
the O
Commission I-ORG
' O
s O
chief O
spokesman O
Nikolaus I-PER
van I-PER
der I-PER
Pas I-PER
told O
a O
news O
briefing O
. O

He O
said O
further O
scientific O
study O
was O
required O
and O
if O
it O
was O
found O
that O
action O
was O
needed O
it O
should O
be O
taken O
by O
the O
European I-ORG
Union I-ORG
. O

He O
said O
a O
proposal O
last O
month O
by O
EU I-ORG
Farm O
Commissioner O
Franz I-PER
Fischler I-PER
to O
ban O
sheep O
brains O
, O
spleens O
and O
spinal O
cords O
from O
the O
human O
and O
animal O
food O
chains O
was O
a O
highly O
specific O
and O
precautionary O
move O
to O
protect O
human O
health O
. O

Fischler I-PER
proposed O
EU I-MISC
- I-MISC
wide I-MISC
measures O
after O
reports O
from O
Britain I-LOC
and O
France I-LOC
that O
under O
laboratory O
conditions O
sheep O
could O
contract O
Bovine I-MISC
Spongiform I-MISC
Encephalopathy I-MISC
( O
BSE I-MISC
) O
- O
- O
mad O
cow O
disease O
. O

But O
Fischler I-PER
agreed O
to O
review O
his O
proposal O
after O
the O
EU I-ORG
' O
s O
standing O
veterinary O
committee O
, O
mational O
animal O
health O
officials O
, O
questioned O
if O
such O
action O
was O
justified O
as O
there O
was O
only O
a O
slight O
risk O
to O
human O
health O
. O

Spanish I-MISC
Farm O
Minister O
Loyola I-PER
de I-PER
Palacio I-PER
had O
earlier O
accused O
Fischler I-PER
at O
an O
EU I-ORG
farm O
ministers O
' O
meeting O
of O
causing O
unjustified O
alarm O
through O
"""" O
dangerous O
generalisation O
. O
"""" O

. O

Only O
France I-LOC
and O
Britain I-LOC
backed O
Fischler I-PER
' O
s O
proposal O
. O

The O
EU I-ORG
' O
s O
scientific O
veterinary O
and O
multidisciplinary O
committees O
are O
due O
to O
re O
- O
examine O
the O
issue O
early O
next O
month O
and O
make O
recommendations O
to O
the O
senior O
veterinary O
officials O
. O

Sheep O
have O
long O
been O
known O
to O
contract O
scrapie O
, O
a O
brain O
- O
wasting O
disease O
similar O
to O
BSE I-MISC
which O
is O
believed O
to O
have O
been O
transferred O
to O
cattle O
through O
feed O
containing O
animal O
waste O
. O

British I-MISC
farmers O
denied O
on O
Thursday O
there O
was O
any O
danger O
to O
human O
health O
from O
their O
sheep O
, O
but O
expressed O
concern O
that O
German I-MISC
government O
advice O
to O
consumers O
to O
avoid O
British I-MISC
lamb O
might O
influence O
consumers O
across O
Europe I-LOC
. O

"""" O
What O
we O
have O
to O
be O
extremely O
careful O
of O
is O
how O
other O
countries O
are O
going O
to O
take O
Germany I-LOC
' O
s O
lead O
, O
"""" O
Welsh I-ORG
National I-ORG
Farmers I-ORG
' I-ORG
Union I-ORG
( O
NFU I-ORG
) O
chairman O
John I-PER
Lloyd I-PER
Jones I-PER
said O
on O
BBC I-ORG
radio I-ORG
. O

Bonn I-LOC
has O
led O
efforts O
to O
protect O
public O
health O
after O
consumer O
confidence O
collapsed O
in O
March O
after O
a O
British I-MISC
report O
suggested O
humans O
could O
contract O
an O
illness O
similar O
to O
mad O
cow O
disease O
by O
eating O
contaminated O
beef O
. O

Germany I-LOC
imported O
47 O
, O
600 O
sheep O
from O
Britain I-LOC
last O
year O
, O
nearly O
half O
of O
total O
imports O
. O

It O
brought O
in O
4 O
, O
275 O
tonnes O
of O
British I-MISC
mutton O
, O
some O
10 O
percent O
of O
overall O
imports O
. O

- O
DOCSTART O
- O

Rare O
Hendrix I-PER
song O
draft O
sells O
for O
almost O
$ O
17 O
, O
000 O
. O

LONDON I-LOC
1996 O
- O
08 O
- O
22 O

A O
rare O
early O
handwritten O
draft O
of O
a O
song O
by O
U I-LOC
. I-LOC
S I-LOC
. I-LOC
guitar O
legend O
Jimi I-PER
Hendrix I-PER
was O
sold O
for O
almost O
$ O
17 O
, O
000 O
on O
Thursday O
at O
an O
auction O
of O
some O
of O
the O
late O
musician O
' O
s O
favourite O
possessions O
. O

A O
Florida I-LOC
restaurant O
paid O
10 O
, O
925 O
pounds O
( O
$ O
16 O
, O
935 O
) O
for O
the O
draft O
of O
"""" O
Ai I-MISC
n I-MISC
' I-MISC
t I-MISC
no I-MISC
telling I-MISC
"""" O
, O
which O
Hendrix I-PER
penned O
on O
a O
piece O
of O
London I-LOC
hotel O
stationery O
in O
late O
1966 O
. O

At O
the O
end O
of O
a O
January O
1967 O
concert O
in O
the O
English I-MISC
city O
of O
Nottingham I-LOC
he O
threw O
the O
sheet O
of O
paper O
into O
the O
audience O
, O
where O
it O
was O
retrieved O
by O
a O
fan O
. O

Buyers O
also O
snapped O
up O
16 O
other O
items O
that O
were O
put O
up O
for O
auction O
by O
Hendrix I-PER
' O
s O
former O
girlfriend O
Kathy I-PER
Etchingham I-PER
, O
who O
lived O
with O
him O
from O
1966 O
to O
1969 O
. O

They O
included O
a O
black O
lacquer O
and O
mother O
of O
pearl O
inlaid O
box O
used O
by O
Hendrix I-PER
to O
store O
his O
drugs O
, O
which O
an O
anonymous O
Australian I-MISC
purchaser O
bought O
for O
5 O
, O
060 O
pounds O
( O
$ O
7 O
, O
845 O
) O
. O

The O
guitarist O
died O
of O
a O
drugs O
overdose O
in O
1970 O
aged O
27 O
. O

- O
DOCSTART O
- O

China I-LOC
says O
Taiwan I-LOC
spoils O
atmosphere O
for O
talks O
. O

BEIJING I-LOC
1996 O
- O
08 O
- O
22 O

China I-LOC
on O
Thursday O
accused O
Taipei I-LOC
of O
spoiling O
the O
atmosphere O
for O
a O
resumption O
of O
talks O
across O
the O
Taiwan I-LOC
Strait I-LOC
with O
a O
visit O
to O
Ukraine I-LOC
by O
Taiwanese I-MISC
Vice O
President O
Lien I-PER
Chan I-PER
this O
week O
that O
infuriated O
Beijing I-LOC
. O

Speaking O
only O
hours O
after O
Chinese I-MISC
state O
media O
said O
the O
time O
was O
right O
to O
engage O
in O
political O
talks O
with O
Taiwan I-LOC
, O
Foreign I-ORG
Ministry I-ORG
spokesman O
Shen I-PER
Guofang I-PER
told O
Reuters I-ORG
: O
"""" O
The O
necessary O
atmosphere O
for O
the O
opening O
of O
the O
talks O
has O
been O
disrupted O
by O
the O
Taiwan I-LOC
authorities O
. O
"""" O

State O
media O
quoted O
China I-LOC
' O
s O
top O
negotiator O
with O
Taipei I-LOC
, O
Tang I-PER
Shubei I-PER
, O
as O
telling O
a O
visiting O
group O
from O
Taiwan I-LOC
on O
Wednesday O
that O
it O
was O
time O
for O
the O
rivals O
to O
hold O
political O
talks O
. O

"""" O
Now O
is O
the O
time O
for O
the O
two O
sides O
to O
engage O
in O
political O
talks O
. O
. O
. O

that O
is O
to O
end O
the O
state O
of O
hostility O
, O
"""" O
Thursday O
' O
s O
overseas O
edition O
of O
the O
People I-ORG
' I-ORG
s I-ORG
Daily I-ORG
quoted O
Tang I-PER
as O
saying O
. O

The O
foreign O
ministry O
' O
s O
Shen I-ORG
told O
Reuters I-ORG
Television I-ORG
in O
an O
interview O
he O
had O
read O
reports O
of O
Tang I-PER
' O
s O
comments O
but O
gave O
no O
details O
of O
why O
the O
negotiator O
had O
considered O
the O
time O
right O
for O
talks O
with O
Taiwan I-LOC
, O
which O
Beijing I-LOC
considers O
a O
renegade O
province O
. O

China I-LOC
, O
which O
has O
long O
opposed O
all O
Taipei I-LOC
efforts O
to O
gain O
greater O
international O
recognition O
, O
was O
infuriated O
by O
a O
visit O
to O
Ukraine I-LOC
this O
week O
by O
Taiwanese I-MISC
Vice O
President O
Lien I-PER
. O

- O
DOCSTART O
- O

China I-LOC
says O
time O
right O
for O
Taiwan I-LOC
talks O
. O

BEIJING I-LOC
1996 O
- O
08 O
- O
22 O

China I-LOC
has O
said O
it O
was O
time O
for O
political O
talks O
with O
Taiwan I-LOC
and O
that O
the O
rival O
island O
should O
take O
practical O
steps O
towards O
that O
goal O
. O

Consultations O
should O
be O
held O
to O
set O
the O
time O
and O
format O
of O
the O
talks O
