no O
one O
benefits O
from O
wars O
. O
"""" O

israel I-LOC
' O
s O
channel I-ORG
two I-ORG
television O
said O
damascus I-LOC
had O
sent O
a O
"""" O
calming O
signal O
"""" O
to O
israel I-LOC
. O

it O
gave O
no O
source O
for O
the O
report O
. O

the O
television O
also O
said O
that O
netanyahu I-PER
had O
sent O
messages O
to O
reassure O
syria I-LOC
via O
cairo I-LOC
, O
the O
united I-LOC
states I-LOC
and O
moscow I-LOC
. O

- O
docstart O
- O

polish I-MISC
diplomat O
denies O
nurses O
stranded O
in O
libya I-LOC
. O

a O
polish I-MISC
diplomat O
on O
thursday O
denied O
a O
polish I-MISC
tabloid O
report O
this O
week O
that O
libya I-LOC
was O
refusing O
exit O
visas O
to O
100 O
polish I-MISC
nurses O
trying O
to O
return O
home O
after O
working O
in O
the O
north I-MISC
african I-MISC
country O
. O

"""" O
this O
is O
not O
true O
. O

up O
to O
today O
, O
we O
have O
no O
knowledge O
of O
any O
nurse O
stranded O
or O
kept O
in O
libya I-LOC
without O
her O
will O
, O
and O
we O
have O
not O
received O
any O
complaint O
, O
"""" O
the O
polish I-MISC
embassy O
' O
s O
charge O
d O
' O
affaires O
in O
tripoli I-LOC
, O
tadeusz I-PER
awdankiewicz I-PER
, O
told O
reuters I-ORG
by O
telephone O
. O

poland I-LOC
' O
s O
labour O
ministry O
said O
this O
week O
it O
would O
send O
a O
team O
to O
libya I-LOC
to O
investigate O
, O
but O
awdankiewicz I-PER
said O
the O
probe O
was O
prompted O
by O
some O
nurses O
complaining O
about O
their O
work O
conditions O
such O
as O
non O
- O
payment O
of O
their O
salaries O
. O

he O
said O
that O
there O
are O
an O
estimated O
800 O
polish I-MISC
nurses O
working O
in O
libya I-LOC
. O

- O
docstart O
- O

two O
iranian I-MISC
opposition O
leaders O
meet O
in O
baghdad I-LOC
. O

an O
iranian I-MISC
exile O
group O
based O
in O
iraq I-LOC
vowed O
on O
thursday O
to O
extend O
support O
to O
iran I-LOC
' O
s O
kurdish I-MISC
rebels O
after O
they O
were O
attacked O
by O
iranian I-MISC
troops O
deep O
inside O
iraq I-LOC
last O
month O
. O

a O
mujahideen I-ORG
khalq I-ORG
statement O
said O
its O
leader O
massoud I-PER
rajavi I-PER
met O
in O
baghdad I-LOC
the O
secretary O
- O
general O
of O
the O
kurdistan I-ORG
democratic I-ORG
party I-ORG
of I-ORG
iran I-ORG
( O
kdpi I-ORG
) O
hassan I-PER
rastegar I-PER
on O
wednesday O
and O
voiced O
his O
support O
to O
iran I-LOC
' O
s O
rebel O
kurds I-MISC
. O

"""" O
rajavi I-MISC
emphasised O
that O
the O
iranian I-MISC
resistance I-ORG
would O
continue O
to O
stand O
side O
by O
side O
with O
their O
kurdish I-MISC
compatriots O
and O
the O
resistance O
movement O
in O
iranian I-LOC
kurdistan I-LOC
, O
"""" O
it O
said O
. O

a O
spokesman O
for O
the O
group O
said O
the O
meeting O
"""" O
signals O
a O
new O
level O
of O
cooperation O
between O
mujahideen I-ORG
khalq I-ORG
and O
the O
iranian I-MISC
kurdish I-MISC
oppositions O
"""" O
. O

iran I-LOC
heavily O
bombarded O
targets O
in O
northern O
iraq I-LOC
in O
july O
in O
pursuit O
of O
kdpi I-ORG
guerrillas O
based O
in O
iraqi I-MISC
kurdish I-MISC
areas O
outside O
the O
control O
of O
the O
government O
in O
baghdad I-LOC
. O

iraqi I-MISC
kurdish I-MISC
areas O
bordering O
iran I-LOC
are O
under O
the O
control O
of O
guerrillas O
of O
the O
iraqi I-ORG
kurdish I-ORG
patriotic I-ORG
union I-ORG
of I-ORG
kurdistan I-ORG
( O
puk I-ORG
) O
group O
. O

puk I-ORG
and O
iraq I-LOC
' O
s O
kurdistan I-ORG
democratic I-ORG
party I-ORG
( O
kdp I-ORG
) O
the O
two O
main O
iraqi I-MISC
kurdish I-MISC
factions O
, O
have O
had O
northern O
iraq I-LOC
under O
their O
control O
since O
iraqi I-MISC
forces O
were O
ousted O
from O
kuwait I-LOC
in O
the O
1991 O
gulf I-MISC
war I-MISC
. O

clashes O
between O
the O
two O
parties O
broke O
out O
at O
the O
weekend O
in O
the O
most O
serious O
fighting O
since O
a O
u I-MISC
. I-MISC
s I-MISC
. I-MISC
- I-MISC
sponsored I-MISC
ceasefire O
last O
year O
. O

mujahideen I-ORG
khalq I-ORG
said O
iranian I-MISC
troops O
had O
also O
been O
shelling O
kdp I-ORG
positions O
in O
qasri I-LOC
region O
in O
suleimaniya I-LOC
province O
near O
the O
iranian I-MISC
border O
over O
the O
last O
two O
days O
. O

it O
said O
about O
100 O
iraqi I-MISC
kurds I-MISC
were O
killed O
or O
wounded O
in O
the O
attack O
. O

both O
iran I-LOC
and O
turkey I-LOC
mount O
air O
and O
land O
strikes O
at O
targets O
in O
northern O
iraq I-LOC
in O
pursuit O
of O
their O
own O
kurdish I-MISC
rebels O
. O

a O
u I-MISC
. I-MISC
s I-MISC
. I-MISC
- I-MISC
led I-MISC
air O
force O
in O
southern O
turkey I-LOC
protects O
iraqi I-MISC
kurds I-MISC
from O
