Andrea I-PER
Ferrigato I-PER
of O
Italy I-LOC
sprinted O
to O
his O
second O
cycling O
World I-MISC
Cup I-MISC
win O
in O
successive O
weekends O
with O
victory O
in O
the O
Swiss I-MISC
Grand B-MISC
Prix I-MISC
on O
Sunday O
. O

Havre I-LOC
MT B-LOC
4 O
. O
54 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

Result O
of O
the O
Spanish I-MISC
Super B-MISC
Cup I-MISC
, O
second O
leg O
, O
played O
on O
Wednesday O
: O

Summary O
of O
the O
Spanish I-MISC
Super B-MISC
Cup I-MISC
, O
second O
leg O
, O
played O
on O
Wednesday O
: O

Rudyard I-LOC
MT B-LOC
4 O
. O
54 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

He O
said O
they O
had O
made O
various O
requests O
to O
police O
negotiators O
but O
stepped O
back O
from O
earlier O
suggestions O
that O
the O
hijackers O
had O
asked O
to O
speak O
to O
a O
British I-MISC
- I-MISC
based I-MISC
Iraqi B-MISC
police O
named O
as O
Mr O
Sadiki I-PER
. O

The O
armed O
hijackers O
of O
the O
Airbus I-MISC
310 I-MISC
Flight B-MISC
150 I-MISC
, O
which O
is O
expected O
to O
arrive O
about O
4 O
a O
. O
m O
. O
( O
0300 O
GMT I-MISC
) O
, O
have O
said O
they O
intend O
to O
surrender O
and O
seek O
political O
asylum O
in O
Britain I-LOC
. O

Billings I-LOC
MT B-LOC
4 O
. O
62 O
up O
. O
01 O
4 O
. O
50 O
dn O
. O
01 O
- O
- O
- O
- O
- O
- O

He O
shared O
victory O
with O
Matthew I-PER
Pinsent I-PER
in O
the O
coxless O
pairs O
at O
the O
Atlanta B-MISC
Games I-MISC
and O
said O
at O
the O
time O
that O
would O
be O
his O
last O
shot O
. O

Weaver I-PER
shot O
to O
prominence O
in O
1994 O
when O
he O
won O
the O
English I-MISC
2 B-MISC
, B-MISC
000 B-MISC
Guineas I-MISC
on O
Mister I-LOC
Baileys I-LOC
in O
his O
first O
ride O
in O
a O
classic O
. O

Pendleton I-LOC
OR B-LOC
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
4 O
. O
7300 O
up O
. O
01 O

Zaire I-LOC
is O
home O
to O
1 O
. O
1 O
million O
Rwandan I-MISC
Hutu B-MISC
refugees O
who O
fled O
three O
months O
of O
civil O
war O
in O
1994 O
. O

Tension O
has O
mounted O
since O
Israeli I-MISC
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
took O
office O
in O
June O
vowing O
to O
retain O
the O
Golan I-LOC
Heights I-LOC
Israel B-LOC
captured O
from O
Syria I-LOC
in O
the O
1967 O
Middle I-LOC
East I-LOC
war O
. O

Coolee I-LOC
City I-LOC
WA B-LOC
5 O
. O
13 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
7000 O
unc O

Above O
- O
normal O
summer O
rainfall O
in O
the O
U I-LOC
. I-LOC
S I-LOC
. I-LOC
High B-LOC
Plains I-LOC
has O
produced O
near O
- O
ideal O
conditions O
for O
planting O
the O
1997 O
hard O
red O
winter O
wheat O
crop O
, O
analysts O
said O
Wednesday O
. O

Wolf I-LOC
Point I-LOC
MT B-LOC
4 O
. O
41 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

Portland I-LOC
OR B-LOC
5 O
. O
60 O
up O
. O
02 O
5 O
. O
1700 O
dn O
. O
01 O

Wenatchee I-LOC
WA B-LOC
5 O
. O
15 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
7200 O
unc O

