The O
Airbus I-MISC
310 I-MISC
Flight B-MISC
150 I-MISC
, O
which O
was O
hijacked O
on O
Monday O
evening O
on O
its O
way O
from O
Khartoum I-LOC
to O
the O
Jordanian I-MISC
capital O
Amman I-LOC
, O
landed O
at O
4 O
. O
30 O
a O
. O
m O
. O
( O
0330 O
GMT I-MISC
) O
after O
a O
flight O
of O
more O
than O
four O
hours O
. O

The O
MQM I-ORG
speaks O
for O
Urdu B-MISC
- B-MISC
speaking B-MISC
Moslems I-MISC
who O
migrated O
from O
India I-LOC
at O
Partition I-LOC
in O
1947 O
and O
their O
descendants O
. O

Result O
of O
the O
Spanish I-MISC
Super B-MISC
Cup I-MISC
, O
second O
leg O
, O
played O
on O
Wednesday O
: O

Portland I-LOC
OR B-LOC
5 O
. O
60 O
up O
. O
02 O
5 O
. O
1700 O
dn O
. O
01 O

Above O
- O
normal O
summer O
rainfall O
in O
the O
U I-LOC
. I-LOC
S I-LOC
. I-LOC
High B-LOC
Plains I-LOC
has O
produced O
near O
- O
ideal O
conditions O
for O
planting O
the O
1997 O
hard O
red O
winter O
wheat O
crop O
, O
analysts O
said O
Wednesday O
. O

Coolee I-LOC
City I-LOC
WA B-LOC
5 O
. O
13 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
7000 O
unc O

Waterville I-LOC
WA B-LOC
5 O
. O
05 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
6200 O
unc O

Rudyard I-LOC
MT B-LOC
4 O
. O
54 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

