Former O
England I-LOC
manager O
Bobby I-PER
Robson I-PER
enjoyed O
his O
first O
success O
in O
charge O
of O
Barcelona I-ORG
as O
his O
team O
weathered O
90 O
minutes O
of O
non O
- O
stop O
Atletico I-ORG
Madrid I-ORG
pressure O
to O
win O
the O
Spanish I-MISC
Super B-MISC
Cup I-MISC
6 O
- O
5 O
on O
aggregate O
on O
Wednesday O
. O

Soon O
after O
he O
spoke O
another O
burst O
of O
gunfire O
rocked O
the O
courtyard O
where O
the O
rebels O
had O
set O
up O
their O
base O
and O
a O
captured O
Russian I-MISC
T B-MISC
- B-MISC
72 B-MISC
tank O
roared O
out O
to O
investigate O
. O

Zaire I-LOC
is O
home O
to O
1 O
. O
1 O
million O
Rwandan I-MISC
Hutu B-MISC
refugees O
who O
fled O
three O
months O
of O
civil O
war O
in O
1994 O
. O

Portland I-LOC
OR B-LOC
5 O
. O
60 O
up O
. O
02 O
5 O
. O
1700 O
dn O
. O
01 O

Wenatchee I-LOC
WA B-LOC
5 O
. O
15 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
7200 O
unc O

Pendleton I-LOC
OR B-LOC
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
4 O
. O
7300 O
up O
. O
01 O

Above O
- O
normal O
summer O
rainfall O
in O
the O
U I-LOC
. I-LOC
S I-LOC
. I-LOC
High B-LOC
Plains I-LOC
has O
produced O
near O
- O
ideal O
conditions O
for O
planting O
the O
1997 O
hard O
red O
winter O
wheat O
crop O
, O
analysts O
said O
Wednesday O
. O

Havre I-LOC
MT B-LOC
4 O
. O
54 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

