Portland I-LOC
OR B-LOC
5 O
. O
60 O
up O
. O
02 O
5 O
. O
1700 O
dn O
. O
01 O

Andrea I-PER
Ferrigato I-PER
of O
Italy I-LOC
sprinted O
to O
his O
second O
cycling O
World I-MISC
Cup I-MISC
win O
in O
successive O
weekends O
with O
victory O
in O
the O
Swiss I-MISC
Grand B-MISC
Prix I-MISC
on O
Sunday O
. O

Wolf I-LOC
Point I-LOC
MT B-LOC
4 O
. O
41 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

Coolee I-LOC
City I-LOC
WA B-LOC
5 O
. O
13 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
7000 O
unc O

British I-MISC
Jewish B-MISC
groups O
have O
also O
protested O
because O
they O
say O
members O
of O
Algeria I-LOC
' O
s O
Islamic I-ORG
Salvation I-ORG
Front I-ORG
( O
FIS I-ORG
) O
and O
the O
Palestinian I-MISC
Islamic B-MISC
group O
Hamas I-ORG
are O
on O
the O
guest O
list O
. O

The O
MQM I-ORG
speaks O
for O
Urdu B-MISC
- B-MISC
speaking B-MISC
Moslems I-MISC
who O
migrated O
from O
India I-LOC
at O
Partition I-LOC
in O
1947 O
and O
their O
descendants O
. O

The O
Yankees I-ORG
have O
lost O
12 O
of O
their O
last O
19 O
games O
and O
their O
lead O
in O
the O
AL I-MISC
East B-MISC
over O
Baltimore I-ORG
fell O
to O
five O
games O
. O

Rudyard I-LOC
MT B-LOC
4 O
. O
54 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

Result O
of O
the O
Spanish I-MISC
Super B-MISC
Cup I-MISC
, O
second O
leg O
, O
played O
on O
Wednesday O
: O

Australian I-MISC
Davis B-MISC
Cup I-MISC
captain O
John I-PER
Newcombe I-PER
on O
Thursday O
signalled O
his O
possible O
resignation O
if O
his O
team O
loses O
an O
away O
tie O
against O
Croatia I-LOC
next O
month O
. O

Pendleton I-LOC
OR B-LOC
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
4 O
. O
7300 O
up O
. O
01 O

Tension O
has O
mounted O
since O
Israeli I-MISC
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
took O
office O
in O
June O
vowing O
to O
retain O
the O
Golan I-LOC
Heights I-LOC
Israel B-LOC
captured O
from O
Syria I-LOC
in O
the O
1967 O
Middle I-LOC
East I-LOC
war O
. O

The O
Airbus I-MISC
310 I-MISC
Flight B-MISC
150 I-MISC
, O
which O
was O
hijacked O
on O
Monday O
evening O
on O
its O
way O
from O
Khartoum I-LOC
to O
the O
Jordanian I-MISC
capital O
Amman I-LOC
, O
landed O
at O
4 O
. O
30 O
a O
. O
m O
. O
( O
0330 O
GMT I-MISC
) O
after O
a O
flight O
of O
more O
than O
four O
hours O
. O

Billings I-LOC
MT B-LOC
4 O
. O
62 O
up O
. O
01 O
4 O
. O
50 O
dn O
. O
01 O
- O
- O
- O
- O
- O
- O

Wenatchee I-LOC
WA B-LOC
5 O
. O
15 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
7200 O
unc O

Havre I-LOC
MT B-LOC
4 O
. O
54 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

Waterville I-LOC
WA B-LOC
5 O
. O
05 O
up O
. O
02 O
- O
- O
- O
- O
- O
- O
4 O
. O
6200 O
unc O

